sample_number,ID,species_or_type,sample_date,plot_name,phenophase,fractional_cover_class,Notes,geology,plot_type,LWC,CFR,chl_area,LMA,area(m2),LWC(mol.m-2),nitrogen,phosphorus,magnesium,potassium,calcium,sulfur,boron,iron,manganese,copper,zinc,aluminum,sodium,hemicellulose,cellulose,lignin,d13C,carbon,d15N,%N,phenolics,phenolics_%,sucrose_mg_g,glucose_mg_g,fructose_mg_g,sucrose_%,glucose_%,fructose_%,sugars,sugars_%,sample_month,pft
1118,S1177,Artemisia californica - California sagebrush,5/20/2022,DPA-059,"Full leaf out, Flowers, Seeds",10-25% cover,,Tml,Shrub,58.4,1.14,33.1,,,,15.2,1.93,1.62,5.9,12.6,1.22,40.5,64.2,52.1,15.4,29.1,68.8,7503.5,154,102,68,-26.03,501,-0.08,1.75,65.2145,6.5214,18.63,9.6,11.17,1.86,0.96,1.12,39.4,3.94,5,shrub
1129,S1177,Salvia leucophylla - Purple sage,5/20/2022,DPA-059,"Full leaf out, Seeds, Early senescence",25-50% cover,,Tml,Shrub,52.4,1.4,49.6,,,,14.2,2.62,2,8.9,16.9,1.68,39.3,129.5,22,7.9,44.6,134.1,1981.9,221.9,104,112.1,-27.33,524.2,-1.01,1.41,47.2558,4.7256,21.35,11.03,16.11,2.14,1.1,1.61,48.49,4.85,5,shrub
949,S1243,Arctostaphylos purissima - La Purisima manzanita,5/26/2022,DPA-060,"Full leaf out, Flowers, Seeds",75-100% cover,,Kja,Shrub,57.05,0.94,20.8,153.6356,0.015154691,11.32808373,8.7,1.26,1.35,7.7,3.8,0.78,23,72.4,25.8,2.8,22.9,103.8,212.9,-3.8,156,249.8,-27.92,570.5,-4.52,0.95,195.3744,19.5374,7.14,26.71,28.32,0.71,2.67,2.83,62.17,6.21,5,shrub
950,S1246,Arctostaphylos purissima - La Purisima manzanita,5/26/2022,DPA-061,"Full leaf out, Flowers, Seeds",75-100% cover,,Kja,Shrub,58.05,0.95,21.2,147.9491,0.008707049,11.36573149,8.9,1.13,1.73,8.1,4.7,0.81,18.9,171.5,42.3,3.6,35.7,289.3,400.8,18,164,234,-26.83,572,-7.65,1.07,184.0496,18.405,11.85,20.37,25.2,1.18,2.04,2.52,57.42,5.74,5,shrub
951,S1249,Arctostaphylos purissima - La Purisima manzanita,5/26/2022,DPA-062,"Full leaf out, Seeds",75-100% cover,,Kja,Shrub,53.36,0.99,23.8,177.8754,0.009959219,11.29502183,8.7,1.06,1.4,7.4,4.1,0.73,25.1,116.9,33.4,2.9,31,199.2,356.8,0,152,252,-26.69,577.7,-5.7,0.96,205.8145,20.5814,10.08,18.99,21.64,1.01,1.9,2.16,50.71,5.07,5,shrub
34,S22,Artemisia californica - California sagebrush,2/23/2022,DPB-002,Full leaf out,25-50% cover,,Tml,Shrub,67.02,1.09,30.2,101.2463,0.002690469,11.42178216,18.4,4.85,2.23,14.4,13.2,1.74,33.3,64.2,43.5,14.4,25.5,35,9515.4,101.5,118,178.5,,,,,68.7445,6.8744,0,12.86,2.7,0,1.29,0.27,15.56,1.56,2,shrub
35,S22,Frangula californica - California coffeeberry,2/23/2022,DPB-002,Full leaf out,1-10% cover,,Tml,Shrub,57.48,1.32,44.5,158.8777,0.015522002,11.92258874,15.3,1.86,6.79,4.8,22.2,1.19,24.4,49.1,180.8,1.7,12.2,27.5,113.8,89.8,78,112.2,,,,,,,,,,,,,,,2,shrub
36,S22,Salvia leucophylla - Purple sage,2/23/2022,DPB-002,Full leaf out,10-25% cover,,Tml,Shrub,64.51,1.45,52.7,108.7482,0.005597334,10.9712831,16.1,3.47,2.13,9.3,19,1.83,35.7,113.8,35.8,6.3,47.3,114.3,2509.8,91.7,107.8,137.8,,,,,58.4729,5.8473,5.01,22.04,12.05,0.5,2.2,1.2,39.1,3.9,2,shrub
37,S22,Rhamnus crocea,2/23/2022,DPB-002,"Full leaf out, Flowers",1-10% cover,,Tml,Shrub,56.17,1.48,55,105.0477,0.002829191,7.471372959,16.3,1.43,1.79,6.3,21.7,1.11,26.8,40.3,30.2,2.8,6.6,23.6,544.3,70,72,218,-29.02,495.1,0.7,1.66,,,,,,,,,,,2,shrub
41,S22,Hazardia squarrosa - Sawtooth goldenbush,2/23/2022,DPB-002,"Early leaf out, Full leaf out",1-10% cover,,Tml,Shrub,68.84,1.37,48,88.3987,0.006802136,10.8429472,19.9,5.03,2.06,20.1,13.4,1.9,63.8,40,73.4,23.8,62,11.6,5047.8,111.1,113.8,126.1,,,,,59.8283,5.9828,18.04,11.05,3.33,1.8,1.1,0.33,32.42,3.23,2,shrub
131,S22,Salvia leucophylla - Purple sage,2/23/2022,DPB-002,Flowers,10-25% cover,Flowers from sample 36,Tml,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,shrub
157,S124,Artemisia californica - California sagebrush,3/3/2022,DPB-003,Full leaf out,25-50% cover,,Tsq,Grassland,77.22,1.17,34.9,75.0169,0.00272072,14.11643955,27.3,1.16,1.28,6.9,12,1.12,108,109,470.5,4.6,22.3,100.1,104.7,92.2,116,95.8,-28.41,484.4,2.38,2.97,17.537,1.7537,35.43,26.87,23.27,3.54,2.69,2.33,85.57,8.56,3,shrub
166,S151,Quercus agrifolia - Coast live oak,3/3/2022,DPB-006,Full leaf out,75-100% cover,,Tm,Tree,57.41,1.6,62.4,156.4981,0.010714507,11.70955547,16,2.7,3.1,23.5,3.3,1.67,4,39.4,20.4,6.4,23.8,11.4,3533.2,202.1,256,125.9,-25.02,518.7,-0.69,1.72,66.7179,6.6718,19.96,26.68,14.17,2,2.67,1.42,60.81,6.09,3,evergreen broadleaf
626,S391,Quercus agrifolia - Coast live oak,3/23/2022,DPB-006,Full leaf out,75-100% cover,,Tm,Tree,51.56,1.55,58.9,192.9024,0.00568474,11.39921151,17.2,1.86,2.38,9,5.6,1.13,48.6,52.9,70.1,5.2,20.5,33.8,312,223.7,242,128.3,-25.31,474.2,-0.61,1.53,,,,,,,,,,,3,evergreen broadleaf
167,S154,Quercus agrifolia - Coast live oak,3/3/2022,DPB-007,Full leaf out,75-100% cover,,Tm,Tree,43.94,1.57,60.3,174.1962,0.008161487,7.578767386,14.2,2.06,2.63,23.8,4.6,1.65,3.6,34.3,23.9,6.3,15.3,11.2,1053.7,178,246,150,-27.37,534.1,0.89,1.62,59.6452,5.9645,17.36,33.53,15.88,1.74,3.35,1.59,66.77,6.68,3,evergreen broadleaf
180,S190,Leptosyne gigantea - Giant coreopsis,3/9/2022,DPB-008,Full leaf out,50-75% cover,Senesced flowers,Tsq,Shrub,91.56,0.86,15.7,81.3709,0.002069536,48.99324657,22.1,1.43,6.23,13,26.9,0.85,9.2,12.7,887.5,2.1,14.1,35,41996.5,124.1,136,69.9,-28.39,426.9,2.05,2.54,34.4519,3.4452,20.01,40.56,58.16,2,4.06,5.82,118.73,11.88,3,shrub
181,S190,Artemisia californica - California sagebrush,3/9/2022,DPB-008,Full leaf out,25-50% cover,,Tsq,Shrub,74.94,1.34,45.6,68.5981,0.001782848,11.38613487,22.2,2.64,3.5,17.6,8.6,2.87,32.8,128.5,170.7,8.3,36.9,60.8,16463.4,160.2,140.3,102.3,-29.63,482.5,2.21,2.33,68.1523,6.8152,22.64,7.18,22.66,2.26,0.72,2.27,52.48,5.25,3,shrub
182,S190,Leptosyne gigantea - Giant coreopsis,3/9/2022,DPB-008,Flowers,25-50% cover,,Tsq,Shrub,,,,,,,20,1.05,4.93,7.3,19.4,0.75,7.5,8.6,624.7,2.2,11.8,20.6,50230.4,158.1,112,49.9,-24.67,489.1,3.96,2.48,109.0498,10.905,20.49,70.62,73.06,2.05,7.06,7.31,164.17,16.42,3,shrub
187,S205,Sambucus nigra - Black elderberry,3/9/2022,DPB-010,"Full leaf out, Flowers",75-100% cover,,Tsq,Shrub,77.39,1.22,38.2,92.3947,0.010005985,17.55541004,40.8,2.93,2.05,36.7,7.3,1.82,7.6,46.6,38.4,8.4,16.3,12.6,383.8,196.1,132,79.9,-26.21,486,7.26,4.6,113.3144,11.3314,21.63,27.63,36.5,2.16,2.76,3.65,85.76,8.57,3,deciduous broadleaf
188,S211,Acacia pycnantha - Golden wattle,3/9/2022,DPB-011,"Full leaf out, Flowers",75-100% cover,,Qoa,Shrub,60.11,1.06,28.4,188.3935,0.011547108,15.760898,23.9,0.79,1.83,6.2,2.5,0.78,83.5,113.3,32.5,4.3,23.1,187.6,463.5,106.1,126,257.9,-25.15,533.3,-0.07,2.53,82.4178,8.2418,28.6,46.97,22.89,2.86,4.7,2.29,98.46,9.85,3,evergreen broadleaf
189,S214,Rhus integrifolia - Lemonadeberry,3/9/2022,DPB-012,"Full leaf out, Flowers",75-100% cover,,Tsq,Shrub,48.74,1.36,46.9,415.7101,0.012154384,21.94132828,8.3,2.02,1.62,6.8,2.9,1.47,17.3,63.2,30.4,10.8,16.4,40.8,245.1,28.1,96,293.9,-23.29,561.7,4.12,0.78,162.4931,16.2493,11.17,13.73,19.62,1.12,1.37,1.96,44.52,4.45,3,shrub
621,S385,Salvia leucophylla - Purple sage,3/23/2022,DPB-016,Full leaf out,75-100% cover,,Tm,Shrub,62.19,1.46,53.4,118.4489,0.006990356,10.81542366,12,1.89,4.58,8.9,23.5,1.41,37.3,154.3,55.5,3.7,33.2,164.3,2454.9,73.9,100,96.1,,,-0.48,1.49,51.687,5.1687,11.61,11.8,20.26,1.16,1.18,2.03,43.67,4.37,3,shrub
622,S385,Salvia leucophylla - Purple sage,3/23/2022,DPB-016,Flowers,10-25% cover,,Tm,Shrub,,,,,,,12.7,3.01,2.9,16.8,12.1,1.51,22.6,70.6,38.7,8,32.9,56.2,2479.8,185.7,116,156.3,-25.18,,0.41,,92.2744,9.2274,0,51.92,59.02,0,5.19,5.9,110.94,11.09,3,shrub
623,S388,Salvia leucophylla - Purple sage,3/23/2022,DPB-017,Full leaf out,75-100% cover,,Tm,Shrub,60.55,1.47,54.1,106.133,0.008364034,9.041129932,17.2,2.04,3.57,12.7,19.3,1.61,32,142.3,63.5,4.2,33.4,128.4,2144.8,123.7,100,100.3,,,,,60.9609,6.0961,7.08,26.86,25.82,0.71,2.69,2.58,59.76,5.98,3,shrub
624,S388,Salvia leucophylla - Purple sage,3/23/2022,DPB-017,Flowers,75-100% cover,,Tm,Shrub,,,,,,,14.4,3.06,2.88,16.9,10.7,1.56,22.1,75.1,35.6,8.9,32.4,60.9,1681.4,151.8,154,106.2,,,,,56.4755,5.6476,0,43.16,54.1,0,4.32,5.41,97.26,9.73,3,shrub
625,S388,Artemisia californica - California sagebrush,3/23/2022,DPB-017,Full leaf out,25-50% cover,,Tm,Shrub,62.76,1.21,37.5,103.7748,0.001848233,9.706896252,19.2,3.74,3.21,16.6,14.6,1.97,37,80.1,90.7,6.3,30.8,64.5,11161.2,136.1,136,63.9,,,,,,,,,,,,,,,3,shrub
172,S616,Artemisia californica - California sagebrush,4/6/2022,DPB-023,Full leaf out,50-75% cover,,Qoa,Shrub,64.96,1.03,26.2,135.1549,0.002768675,13.91002919,16.5,2.45,2.4,24.7,5.9,1.56,8.5,40,43.8,7.2,26.3,16.2,472.5,164.1,70,129.9,-27.43,485.1,2.51,1.77,81.7089,8.1709,20.4,0,15.06,2.04,0,1.51,35.46,3.55,4,shrub
173,S622,Mimulus aurantiacus - Sticky monkeyflower,4/6/2022,DPB-024,"Full leaf out, Flowers",25-50% cover,,Qoa,Shrub,59.4,1.16,34.7,109.2737,0.005851362,8.875625378,12.8,2.25,4.02,16.5,16.8,1.7,28.3,57.4,167.2,6.9,34.9,11.4,216.8,100.1,84,75.9,-27.95,541.5,4.18,1.52,106.2051,10.6205,20.83,13.1,12.79,2.08,1.31,1.28,46.72,4.67,4,shrub
352,S622,Artemisia californica - California sagebrush,4/6/2022,DPB-024,Full leaf out,10-25% cover,,Qoa,Shrub,67.51,1.18,35.9,99.1256,0.002615873,11.4313105,16.4,4.11,2.17,16.5,8.2,2.26,38.2,54.4,258.5,4.1,48.4,38.2,11561.6,126,92,76,-27.01,457.3,3.1,1.96,74.689,7.4689,19.23,0,22.83,1.92,0,2.28,42.06,4.2,4,shrub
712,S622,Baccharis pilularis - Coyote brush,4/6/2022,DPB-024,Full leaf out,25-50% cover,,Qoa,Shrub,69.01,1.02,25.3,108.9679,0.003881877,13.47022501,21,2.65,2.08,18.1,5.6,1.95,32.9,54.1,152.8,7,28,37.7,10748.6,133.9,98,126.1,-25.27,508.9,0.98,1.84,68.8173,6.8817,17.49,2.33,14.14,1.75,0.23,1.41,33.96,3.39,4,shrub
1328,S1574,Baccharis pilularis - Coyote brush,9/17/2022,DPB-024,"Full leaf out, Flowers, Early senescence",10-25% cover,"ssp consanguinea; true 1328, traits match bacpil",Qoa,Shrub,60.78,,,122.2404,0.003214976,10.51490221,12.7,1.79,2.59,15.2,9,1.69,89.9,83,163.1,16.7,24.7,85.2,8639.3,128.1,118,141.9,,,,,74.4101,7.441,17.49,5.43,19.49,1.75,0.54,1.95,42.41,4.24,9,shrub
390,S646,Salix lasiolepis - Arroyo willow,4/6/2022,DPB-025,Full leaf out,75-100% cover,,Tsq,Shrub,62.56,1.43,51.7,111.7128,0.009982741,10.36370918,27.3,2.84,2.42,7.1,5.8,2.11,10.6,51,20,4.4,103.7,38.2,3811.5,45.6,86,176.4,-23.42,573.5,6.33,3.2,81.6569,8.1657,7.73,25.82,37.09,0.77,2.58,3.71,70.64,7.06,4,deciduous broadleaf
641,S775,Rhamnus crocea,4/14/2022,DPB-026,"Full leaf out, Seeds",75-100% cover,10% NPV exposed dead branches,Tsq,Shrub,56.07,,,116.2631,0.003941061,8.23682637,18.4,1.69,2.61,4.7,22.6,1.12,27.4,49.6,52.2,2.4,9.6,45.4,1959.4,60,86,192,,,,,105.5865,10.5587,2.22,24.75,28.93,0.22,2.47,2.89,55.9,5.58,4,shrub
636,S778,Baccharis pilularis - Coyote brush,4/14/2022,DPB-027,Full leaf out,10-25% cover,,Tm,Shrub,63.7,,,104.5869,0.006018918,10.18621902,19.1,2.54,2.53,15.8,9.2,2.01,102.8,79.1,117.1,10.9,68.3,86.3,7135.8,124.1,86,115.9,-23.55,556.9,-2.17,2.02,55.698,5.5698,14.23,4.96,11.29,1.42,0.5,1.13,30.48,3.05,4,shrub
638,S778,Artemisia californica - California sagebrush,4/14/2022,DPB-027,Full leaf out,10-25% cover,,Tm,Shrub,59.34,,,118.9984,0.002726927,9.638559615,15,3.39,2.79,14.6,10.4,1.66,27.7,84,133.5,12,43.1,92.7,8907.7,98.1,86,57.9,,,,,69.5647,6.9565,14.97,4.91,11.97,1.5,0.49,1.2,31.85,3.19,4,shrub
639,S778,Salvia mellifera - Black sage,4/14/2022,DPB-027,"Flowers, Seeds",50-75% cover,,Tm,Shrub,63.23,,,153.9375,0.013382704,14.69537777,13.8,2.71,1.61,13.6,8,1.24,23,77.1,58.9,5,32.1,79.3,5103.1,132,154,124,-21.27,499,-1.47,1.34,85.2614,8.5261,0.99,17.76,16.66,0.1,1.78,1.67,35.41,3.55,4,shrub
637,S781,Lupinus arboreus,4/14/2022,DPB-028,"Full leaf out, Flowers, Seeds",50-75% cover,sample number corrected from 786 to 637,Tm,Shrub,73.98,,,94.3767,0.004898455,14.89818252,34.6,3.12,8.77,5.8,24.1,1.66,13.4,149.4,91.6,7.6,28.2,75.4,3196.4,113.7,94,78.3,,,,,16.9708,1.6971,3.53,0.97,9.51,0.35,0.1,0.95,14.01,1.4,4,shrub
842,S784,Quercus parvula var. parvula - Santa Cruz Island oak,4/14/2022,DPB-029,Full leaf out,75-100% cover,Interesting shrubby oak. Auriculate leaf bases.,Tm,Shrub,57.39,,,179.6186,0.015952691,13.42646067,11.7,1.57,2.1,5.7,3,0.79,17.3,12.7,77.4,4.5,15.3,17.6,401.6,179.6,148,76.4,-22.33,535.9,-0.53,1.46,179.7843,17.9784,0.11,6.31,7.98,0.01,0.63,0.8,14.4,1.44,4,evergreen broadleaf
843,S787,Quercus agrifolia - Coast live oak,4/14/2022,DPB-030,Full leaf out,75-100% cover,Quercus agrifolia? A bit funky,Tm,Shrub,48.24,,,206.7187,0.009371673,10.69533072,10.5,1.28,1.83,5.1,1.6,0.64,13.6,14,25.8,4.4,12.4,16.9,215,200,198,102,-26.07,523.8,-1.58,1.19,128.6277,12.8628,0.11,7.93,10.65,0.01,0.79,1.06,18.69,1.86,4,evergreen broadleaf
992,S943,Salix lasiolepis - Arroyo willow,5/6/2022,DPB-031,Full leaf out,75-100% cover,,Tml,Tree,54.49,1.71,69.5,112.3884,0.00700962,7.469216323,23.5,2.15,2.23,10.1,8,2.2,28.6,61.7,23.4,4.8,60.5,27.2,267.1,86.1,104,207.9,,,,,112.6269,11.2627,17.63,24.23,43.19,1.76,2.42,4.32,85.05,8.5,5,deciduous broadleaf
1001,S949,Salix lasiolepis - Arroyo willow,5/6/2022,DPB-032,Full leaf out,75-100% cover,,Tm,Tree,51.35,1.44,52.2,141.5923,0.010636878,8.297005362,13.2,2.25,2.68,9.5,10,1.35,33.8,30.4,10.3,5.4,118.6,20.9,256.7,54.1,108,223.9,-27.74,561.4,0.1,1.49,106.0166,10.6017,13.68,27.2,35.3,1.37,2.72,3.53,76.18,7.62,5,deciduous broadleaf
1061,S952,Salix lasiolepis - Arroyo willow,5/6/2022,DPB-033,Full leaf out,75-100% cover,,Tm,Tree,53.89,1.44,52.1,114.2647,0.010434544,7.414153502,16.9,2.5,2.85,11.7,7.3,1.87,18.7,43.4,40.6,3.9,67.5,14.1,199.5,44.1,92,209.9,-27.2,580.8,1.03,1.77,125.7905,12.579,12.41,28.06,46.09,1.24,2.81,4.61,86.56,8.66,5,deciduous broadleaf
1063,S958,Eucalyptus globulus - Blue gum,5/6/2022,DPB-034,Full leaf out,50-75% cover,,Qa,Tree,50.4,1.43,51.3,263.4946,0.014588155,14.86307706,11.1,1.13,2.63,5.7,13.5,0.96,42.8,71.4,373.8,0,6.8,79.9,496.5,106,116,146,-25.86,546.6,0.39,1.22,69.2411,6.9241,0,26.57,36.68,0,2.66,3.67,63.25,6.33,5,evergreen broadleaf
1062,S961,Juglans californica - Southern California walnut,5/6/2022,DPB-035,Full leaf out,50-75% cover,,Kjsh,Tree,58.13,1.35,46.3,81.7494,0.009573159,6.299415007,24.7,1.69,4.2,10.5,11.7,1.99,83.7,70.9,29,6,13.9,38.5,801,82.2,84,143.8,-26.54,509.5,4.57,2.67,105.4946,10.5495,32.49,53.11,56.16,3.25,5.31,5.62,141.76,14.18,5,deciduous broadleaf
1002,S976,Leptosyne gigantea - Giant coreopsis,5/11/2022,DPB-036,Early leaf out,1-10% cover,,Qoa,Shrub,90.49,0.98,22.8,65.2357,0.002028031,34.45192145,,,,,,,,,,,,,,,,,,,,,28.4055,2.8405,9.97,22.72,28.2,1,2.27,2.82,60.89,6.09,5,shrub
1003,S976,Leptosyne gigantea - Giant coreopsis,5/11/2022,DPB-036,"Seeds, Full senescence",1-10% cover,,Qoa,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,24.4424,2.4442,2.67,13.31,10.85,0.27,1.33,1.09,26.83,2.69,5,shrub
1008,S976,Rhus integrifolia - Lemonadeberry,5/11/2022,DPB-036,Full leaf out,10-25% cover,,Qoa,Shrub,57.41,1.31,44.1,236.3373,0.011797122,17.6868474,7.1,1.19,2.37,6.1,9.7,0.88,23,71.9,27.7,3.1,10.4,46.3,1363.4,56,152,194,-22.97,557.4,1.46,0.93,186.5721,18.6572,8.92,19.35,21.82,0.89,1.93,2.18,50.09,5,5,shrub
1009,S976,Artemisia californica - California sagebrush,5/11/2022,DPB-036,Full leaf out,10-25% cover,"~50% individuals with lots flowers, 50% with none",Qoa,Shrub,64.37,1.07,29,117.5907,0.00175439,11.79230963,13.9,2.35,3.46,15.2,8,3.27,35.2,189.6,253.4,11.8,29,112,17173.6,140.2,106,111.8,-28.02,496.6,1.38,1.53,87.0359,8.7036,7.21,3.69,7.95,0.72,0.37,0.79,18.85,1.88,5,shrub
1010,S976,Artemisia californica - California sagebrush,5/11/2022,DPB-036,Flowers,10-25% cover,,Qoa,Shrub,72.33318984,0.79,11,,,,16.5,4.39,3.15,23,4.7,2.32,29.4,231.6,138,11.3,35.3,126.9,18034,112.1,128,137.9,-27.28,499.8,2.52,1.93,74.1752,7.4175,9.06,20.71,37.17,0.91,2.07,3.72,66.94,6.7,5,shrub
1004,S979,Artemisia californica - California sagebrush,5/11/2022,DPB-037,Full leaf out,25-50% cover,,Tsq,Shrub,58.92,1.28,41.8,216.6113,0.000775583,17.24862988,15.4,1.96,2.81,12.9,5.8,2,25.4,114.7,161.4,13.3,31.5,92.9,13982.1,74,110,146,-28.07,495.4,1.09,1.42,91.6751,9.1675,18,5.85,12.7,1.8,0.59,1.27,36.55,3.66,5,shrub
1005,S979,Artemisia californica - California sagebrush,5/11/2022,DPB-037,Flowers,25-50% cover,,Tsq,Shrub,67.34929078,0.82,13,,,,13.5,3.13,2.74,18.2,4.2,2.11,24.7,143.9,110.4,10.6,33.2,97.6,12016.7,141.9,122,132.1,-26.35,505.5,3.12,1.83,53.5873,5.3587,11.25,15.35,25.91,1.13,1.54,2.59,52.51,5.26,5,shrub
1006,S985,Lupinus arboreus,5/11/2022,DPB-038,"Full leaf out, Flowers, Seeds",25-50% cover,Lupinus arboreus?,Qoa,Shrub,82.1,1.18,35.7,105.2268,0.00254783,26.79569862,40.3,1.8,6.38,11.1,13.2,2.36,21.9,286.1,883,2.9,9.9,157.5,9309.4,139.9,108,56.1,-25.7,508.3,0.01,5.24,43.7372,4.3737,7.21,7.79,13.98,0.72,0.78,1.4,28.98,2.9,5,shrub
1070,S985,Ericameria ericoides - California goldenbush,5/11/2022,DPB-038,Full leaf out,25-50% cover,Ericameria ericoides,Qoa,Shrub,62.96028881,1.11,31.3,229.8162884,0.000446444,21.68431262,15.5,3.05,1.85,18.7,6.5,1.59,41,53.6,560.6,19,26.4,41.1,11296.8,68.2,92,163.8,-27.81,527.9,2.58,2.07,119.6155,11.9615,23.64,5.73,42.77,2.36,0.57,4.28,72.14,7.21,5,shrub
1065,S991,Eucalyptus globulus - Blue gum,5/11/2022,DPB-039,Full leaf out,75-100% cover,Eucalyptus globulus,Qoa,Tree,46.98,1.43,51.6,299.1983,0.015826627,14.71923644,13.4,0.8,2.63,4.5,8.2,1,36.4,26.8,495.8,2.9,10.7,19.9,1656.4,151.9,112,138.1,-24.27,547.4,7.91,1.51,54.9164,5.4916,0,20.3,25.47,0,2.03,2.55,45.77,4.58,5,evergreen broadleaf
1100,S1132,Isocoma menziesii,5/19/2022,DPB-040,"Full leaf out, Seeds, Early senescence, Full senescence",50-75% cover,,Qoa,Shrub,75.08,1.75,71.8,149.927,0.005954898,25.0770226,17.4,2.17,4.17,14.1,11,4.61,45.9,336.5,54.2,13.5,45.2,338.7,29514.8,190.1,104,31.9,-23.4,447.7,2.72,1.73,17.7575,1.7758,9.06,7.69,6.7,0.91,0.77,0.67,23.45,2.35,5,shrub
1153,S1147,Isocoma menziesii,5/19/2022,DPB-042,"Full leaf out, Flowers",10-25% cover,,Qds,Grassland,80.8,1.3,43.1,102.3843,0.005976502,23.91733269,16,2.54,4.98,20.8,8.3,6.74,64.7,160.7,656.3,23.9,55.2,136.1,22773.9,221.8,156,32.2,-29.17,437.5,1.15,2.06,22.9904,2.299,5.95,5.67,11.67,0.59,0.57,1.17,23.29,2.33,5,shrub
1158,S1162,Lupinus arboreus,5/19/2022,DPB-044,"Full leaf out, Flowers, Seeds",75-100% cover,,Qds,Shrub,82.79,1.31,44.2,64.1178,0.005458703,17.12451928,50.2,2.39,4.65,10.9,8,2.88,18.2,668.8,284.1,9.2,27.8,389.4,10895.6,359.9,124,52.1,-22.22,496.3,-0.23,5.33,28.4352,2.8435,8.12,7.78,12.07,0.81,0.78,1.21,27.97,2.8,5,shrub
1154,S1168,Heteromeles arbutifolia - Toyon,5/20/2022,DPB-045,"Full leaf out, Seeds, Early senescence",75-100% cover,,Tml,Shrub,45.64,1.44,52,268.1666,0.009079803,12.49658731,9,2.66,2.84,5.1,14.4,0.75,13.9,42.2,20.1,4.6,35.3,42.4,871.5,95.8,108,142.2,-25.44,653.7,-1.28,1.65,97.3654,9.7365,5.32,32.11,11.76,0.53,3.21,1.18,49.19,4.92,5,shrub
1155,S1180,Rhamnus crocea,5/20/2022,DPB-046,"Full leaf out, Seeds",75-100% cover,,Tml,Shrub,51.89,1.16,34.7,140.5959,0.002648726,8.416323526,13.2,1.47,1.53,6.9,17.4,1.1,17.7,59.5,46.7,1.4,11.2,57.5,2171.8,53.6,86,186.4,-27.84,499.6,0.68,1.78,73.9141,7.3914,7.06,34.47,34.74,0.71,3.45,3.47,76.27,7.63,5,shrub
1156,S1183,Rhamnus crocea,5/20/2022,DPB-047,Full leaf out,75-100% cover,,Tml,Shrub,51.41,1.12,32.2,,,,13.7,1.08,1.2,5.4,14.1,0.99,19.5,40.1,35.8,0.7,10.2,28.4,794.7,45.9,92,218.1,-28.19,482.5,1.53,1.55,72.6811,7.2681,4.27,39.74,36.14,0.43,3.97,3.61,80.15,8.01,5,shrub
1130,S1186,Frangula californica - California coffeeberry,5/20/2022,DPB-048,"Full leaf out, Flowers, Seeds",75-100% cover,,Tml,Shrub,57.61,,,,,,19,3.12,3.54,10.7,18.3,1.3,26.2,28.5,164.2,1.6,13.1,14.8,272,111.9,78,102.1,-26.71,494,0.74,2.28,52.3409,5.2341,12.8,45.41,40.12,1.28,4.54,4.01,98.33,9.83,5,shrub
1157,S1189,Lupinus excubitus - Grape lupine,5/20/2022,DPB-049,"Full leaf out, Seeds, Early senescence",25-50% cover,,Tm,Shrub,68.72,1.13,32.4,97.7674,0.00294679,11.92206916,28.7,1.89,4.6,3.4,9.6,0.83,13.4,105.6,69.3,2.1,13.8,111.2,911.9,113.9,102,82.1,,,,,20.1683,2.0168,18.99,16.71,16.92,1.9,1.67,1.69,52.62,5.26,5,shrub
1161,S1192,Salvia mellifera - Black sage,5/20/2022,DPB-050,"Full leaf out, Flowers, Early senescence",75-100% cover,,Tm,Shrub,59.64,1.07,28.6,,,,7.1,3.05,2.37,12.9,13.3,1.27,29.7,75.5,59.2,2.8,27,102.6,2644.3,115.9,152,128.1,-27.1,516.1,-1.51,0.92,62.9371,6.2937,17.53,16.26,22.21,1.75,1.63,2.22,56,5.6,5,shrub
1162,S1192,Baccharis pilularis - Coyote brush,5/20/2022,DPB-050,Full leaf out,10-25% cover,,Tm,Shrub,59.19,1.03,26.5,118.7098,0.002677959,9.55777717,15.9,1.78,2.03,18,6.4,1.38,71.5,55.2,47.8,10.1,24.6,58.2,4521.8,131.9,78,76.1,-27.38,541.3,-2.89,2.01,92.7199,9.272,28.14,4.59,21.15,2.81,0.46,2.12,53.88,5.39,5,shrub
1163,S1195,Artemisia californica - California sagebrush,5/20/2022,DPB-051,"Full leaf out, Flowers, Early senescence",10-25% cover,,Tml,Shrub,57.82,1.08,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,shrub
1141,S1228,Arctostaphylos purissima - La Purisima manzanita,5/26/2022,DPB-052,"Full leaf out, Flowers, Seeds",75-100% cover,,Kja,Tree,60.13,1,24.3,144.6509,0.010277157,12.11172022,11,1.15,0.91,7.4,3.4,0.8,15.5,51.8,24.9,3,26.2,57.4,173.3,37.9,124,216.1,-28.03,564,-4.54,1.09,167.0158,16.7016,10.6,18.55,22.32,1.06,1.85,2.23,51.47,5.14,5,shrub
